Data version;From;To;Agregation function;Agregation;
real data;01.01.2021 00:00:00;31.12.2021 23:59:59;agregation average;hour;
Date;PSE Actual [MW];PSE Planned [MW];SEPS Actual [MW];SEPS Planned [MW];APG Actual [MW];APG Planned [MW];TenneT Actual [MW];TenneT Planned [MW];50HzT Actual [MW];50HzT Planned [MW];CEPS Actual [MW];CEPS Planned [MW];
01.01.2021 21:00;1136.458740234375;-62;335.92288208007812;541.79998779296875;-1259.4969482421875;-520;-1784.2821044921875;-1080;-608.17376708984375;-1042;-2179.5712890625;-2162.199951171875;
01.01.2021 22:00;1238.8515625;331.10000610351562;277.4683837890625;342.5999755859375;-1337.9940185546875;-60;-1747.9810791015625;-1405;-517.19512939453125;-1295;-2086.850341796875;-2086.2998046875;
01.01.2021 23:00;1220.7469482421875;531;395.42337036132812;560;-1365.5474853515625;-559;-1970.1907958984375;-1530;-607.1488037109375;-1385;-2326.716796875;-2383;
02.01.2021 00:00;1455.3031005859375;429.39999389648438;537.57666015625;472.20001220703125;-1315.389892578125;-600;-1980.5406494140625;-1694;-1263.2701416015625;-1205;-2566.32080078125;-2597.39990234375;
02.01.2021 01:00;1483.98681640625;404;765.942626953125;886.300048828125;-1177.767822265625;-600;-1955.590576171875;-1750;-1376.3973388671875;-1230;-2259.826171875;-2289.699951171875;
02.01.2021 02:00;1461.5875244140625;395;897.95849609375;1199.5999755859375;-1027.3865966796875;-600;-1777.2762451171875;-1730;-1530.8426513671875;-1230;-1975.95947265625;-1965.4000244140625;
02.01.2021 03:00;1396.7266845703125;225;867.654296875;1200.300048828125;-1057.9744873046875;-600;-1755.1649169921875;-1685;-1551.3382568359375;-1255;-2100.0966796875;-2114.699951171875;
02.01.2021 04:00;1328.415771484375;230.39999389648438;841.828125;1199.9000244140625;-1035.752685546875;-500;-1682.106689453125;-1685;-1482.9931640625;-1288;-2030.608642578125;-2042.699951171875;
02.01.2021 05:00;1289.028564453125;25;812.5987548828125;1199.9000244140625;-1068.7587890625;-350;-1670.918212890625;-1710;-1440.642333984375;-1249;-2078.69189453125;-2084.10009765625;
02.01.2021 06:00;1214.663330078125;-45;695.22027587890625;866.4000244140625;-1025.3792724609375;-360;-1692.4964599609375;-1446;-1434.1497802734375;-1265;-2242.141845703125;-2249.60009765625;
02.01.2021 07:00;1201.6895751953125;-82.4000015258789;675.45477294921875;815.9000244140625;-1104.808349609375;-473;-1867.960205078125;-1502;-1437.612548828125;-1300;-2533.23681640625;-2541.5;
02.01.2021 08:00;1302.896240234375;168.39999389648438;634.93603515625;646.70001220703125;-1142.68408203125;-500;-1864.681884765625;-1487;-1514.161865234375;-1416.199951171875;-2583.695556640625;-2588.10009765625;
02.01.2021 09:00;1144.3646240234375;-305;558.09002685546875;464.5999755859375;-1194.2623291015625;-438;-1869.4776611328125;-1516;-1671.210693359375;-1147;-3032.49609375;-2941.39990234375;
02.01.2021 10:00;1149.734619140625;-204.60000610351563;660.43896484375;411.5;-1168.1187744140625;-650;-1847.7620849609375;-1462;-1596.7579345703125;-955;-2802.465087890625;-2860.10009765625;
02.01.2021 11:00;1156.7962646484375;-233.70001220703125;657.179443359375;228.5;-1063.4410400390625;-223;-1787.2586669921875;-1479;-1625.14111328125;-1016;-2661.864990234375;-2723.199951171875;
02.01.2021 12:00;1098.4183349609375;-470;681.95013427734375;333.5;-1027.7086181640625;-650;-1813.19970703125;-1219;-1743.1668701171875;-866;-2803.706787109375;-2871.5;
02.01.2021 13:00;1248.8277587890625;-123.80000305175781;685.00445556640625;284.20001220703125;-994.8172607421875;-325;-1709.1417236328125;-1454;-1695.05810546875;-774;-2465.184814453125;-2392.60009765625;
02.01.2021 14:00;1279.5155029296875;-43.800003051757812;576.5966796875;242.20001220703125;-964.41754150390625;-325;-1621.345947265625;-1254;-1672.79541015625;-989;-2402.44677734375;-2369.60009765625;
02.01.2021 15:00;1228.58349609375;-399.10000610351562;618.97607421875;389.5;-911.34222412109375;-575;-1699.8388671875;-887;-1762.6907958984375;-1002;-2526.312255859375;-2473.60009765625;
02.01.2021 16:00;1264.887939453125;-584;187.66729736328125;-413.9000244140625;-987.6846923828125;-244;-1630.8192138671875;-702;-1741.9471435546875;-956;-2907.895751953125;-2899.89990234375;
02.01.2021 17:00;1237.8192138671875;-450;0.63375365734100342;-595.5999755859375;-1039.304931640625;77;-1704.7694091796875;-1330;-1711.8067626953125;-867;-3217.42822265625;-3165.60009765625;
02.01.2021 18:00;1092.2239990234375;-485;40.911026000976562;-579.4000244140625;-1012.9117431640625;40;-1734.2821044921875;-1418;-1649.155517578125;-817;-3263.214111328125;-3259.39990234375;
02.01.2021 19:00;1321.1865234375;-226.5;29.667112350463867;-638.0999755859375;-1079.78369140625;-445;-1792.1109619140625;-877;-1525.8319091796875;-842;-3046.873046875;-3028.60009765625;
02.01.2021 20:00;1339.8819580078125;-74;-36.090232849121094;-312;-1272.67236328125;-267;-1742.7293701171875;-1372;-1344.8184814453125;-1060;-3056.428466796875;-3085;
02.01.2021 21:00;1285.8455810546875;-87.699996948242188;40.878242492675781;-132.69999694824219;-1246.3470458984375;-267;-1746.21875;-1353;-1292.667236328125;-1209;-2958.50927734375;-3049.39990234375;
02.01.2021 22:00;1271.110595703125;87.199996948242188;433.78201293945312;668.70001220703125;-1039.8160400390625;-525;-1777.8524169921875;-1321;-1183.8428955078125;-1245;-2296.61865234375;-2335.10009765625;
02.01.2021 23:00;1245.8629150390625;259.29998779296875;630.5701904296875;754.0999755859375;-974.3897705078125;-525;-1965.0186767578125;-1645;-1250.6343994140625;-1290;-2313.60986328125;-2446.60009765625;
03.01.2021 00:00;1234.2247314453125;158.30000305175781;722.232421875;1122.800048828125;-740.3602294921875;-600;-1901.1005859375;-1580;-1366.02734375;-1170;-2051.031005859375;-2068.89990234375;
03.01.2021 01:00;1497.2972412109375;410.70001220703125;651.1180419921875;1184;-706.72479248046875;-600;-1785.3797607421875;-1387;-1168.482177734375;-1150;-1512.1712646484375;-1542.300048828125;
03.01.2021 02:00;1612.5955810546875;545.70001220703125;745.5303955078125;1186;-808.4017333984375;-599;-1760.7750244140625;-1337;-1018.6622314453125;-1037;-1229.7130126953125;-1241.300048828125;
03.01.2021 03:00;1593.0244140625;442.79998779296875;708.48052978515625;1200;-833.02587890625;-525;-1636.5440673828125;-1187;-1028.61083984375;-1147;-1196.67578125;-1216.199951171875;
03.01.2021 04:00;1725.73046875;343.89999389648438;651.78125;1200;-903.0343017578125;-525;-1502.6025390625;-1212;-912.75897216796875;-762.29998779296875;-940.88421630859375;-955.4000244140625;
03.01.2021 05:00;1708.2506103515625;396.10000610351562;591.43267822265625;1200;-864.315673828125;-600;-1500.232177734375;-1187;-845.6617431640625;-719;-910.5262451171875;-909.9000244140625;
03.01.2021 06:00;1629.33935546875;531.20001220703125;570.91754150390625;1175;-966.246337890625;-800;-1635.6268310546875;-1370;-892.908935546875;-802.5;-1294.525390625;-1266.300048828125;
03.01.2021 07:00;1540.9083251953125;387.10000610351562;437.53460693359375;1134.9000244140625;-1132.7779541015625;-800;-1541.8511962890625;-1182;-422.02658081054688;-627.29998779296875;-1118.2127685546875;-1087.300048828125;
03.01.2021 08:00;1403.862548828125;-141.30000305175781;238.64555358886719;602.4000244140625;-1129.988037109375;-792.29998779296875;-1467.8009033203125;-663;-180.19195556640625;-137.4000244140625;-1135.4727783203125;-1131.60009765625;
03.01.2021 09:00;1601.6663818359375;114.19999694824219;99.791091918945312;-126.59999847412109;-1153.4278564453125;-799;-1566.4306640625;-80;-315.79864501953125;-338.5;-1334.1998291015625;-1229.9000244140625;
03.01.2021 10:00;1184.770751953125;-18.700000762939453;27.6143856048584;-410.70001220703125;-1048.4305419921875;-773.9000244140625;-1287.4853515625;-9;16.037208557128906;193.20001220703125;-1107.4935302734375;-1019.0999755859375;
03.01.2021 11:00;1145.9339599609375;13.099998474121094;-8.9084644317626953;-515.9000244140625;-1063.6378173828125;-800;-1328.6954345703125;260;76.7637710571289;-151.29998779296875;-1178.5440673828125;-1194.0999755859375;
03.01.2021 12:00;1012.1148071289063;-113.69999694824219;17.761297225952148;-317.5999755859375;-1098.6319580078125;-762.5;-1404.32763671875;344;-30.801406860351562;-595.29998779296875;-1503.8848876953125;-1445.10009765625;
03.01.2021 13:00;1220.816162109375;-68.0999984741211;-76.740524291992188;-309.20001220703125;-1245.9825439453125;-549;-1441.665771484375;345;120.00462341308594;-815.5999755859375;-1423.568115234375;-1396.8997802734375;
03.01.2021 14:00;1310.8709716796875;-140.10000610351563;-38.562881469726562;-15.699996948242188;-1230.8763427734375;-477.20001220703125;-1272.348388671875;75;348.85122680664062;-277.89999389648438;-882.06524658203125;-835.90008544921875;
03.01.2021 15:00;1283.943359375;-91.4000015258789;-182.7811279296875;-64.70001220703125;-1448.08984375;-795.70001220703125;-1451.81884765625;222;156.11524963378906;-906.699951171875;-1642.6312255859375;-1636.5;
03.01.2021 16:00;1189.3116455078125;-316.89999389648438;-679.6676025390625;-719.4000244140625;-1528.00244140625;-628.9000244140625;-1143.343505859375;245;420.66497802734375;-195;-1741.036865234375;-1615.2000732421875;
03.01.2021 17:00;1431.400634765625;-249.30000305175781;-658.76055908203125;-549.29998779296875;-1729.9571533203125;-795.5999755859375;-1377.3509521484375;220;282.03778076171875;-523.70001220703125;-2052.63037109375;-1897.89990234375;
03.01.2021 18:00;1532.45947265625;-137.39999389648438;-563.02069091796875;-469.5999755859375;-1789.1868896484375;-642;-1550.90869140625;194;230.35604858398438;-920.4000244140625;-2140.30078125;-1975.400146484375;
03.01.2021 19:00;1369.39501953125;-185;-484.47576904296875;-519.4000244140625;-1637.7344970703125;-723.20001220703125;-1523.41796875;220;489.52487182617188;-410.20001220703125;-1786.7083740234375;-1617.800048828125;
03.01.2021 20:00;1133.7176513671875;-409.89999389648438;-548.865966796875;-608.0999755859375;-1560.8505859375;-800;-1379.432861328125;245;447.86795043945312;-238;-1907.563720703125;-1811.0001220703125;
03.01.2021 21:00;1138.0662841796875;-190.5;-348.40341186523438;-583.0999755859375;-1469.576171875;-771.79998779296875;-1416.3885498046875;250;430.76358032226562;-253;-1665.5382080078125;-1548.39990234375;
03.01.2021 22:00;1253.5029296875;250.20001220703125;-74.936683654785156;-315;-1510.78076171875;-800;-1561.2344970703125;100;283.2222900390625;-732;-1610.2265625;-1496.7999267578125;
03.01.2021 23:00;1184.914794921875;355.20001220703125;174.40684509277344;-392;-1412.666748046875;-800;-1600.3328857421875;-281;105.94831848144531;-382;-1547.729736328125;-1499.7999267578125;
04.01.2021 00:00;1179.248779296875;-110;227.29609680175781;519.5999755859375;-1401.2735595703125;-463;-1315.6343994140625;-564;361.56298828125;-211;-948.800048828125;-828.4000244140625;
04.01.2021 01:00;1222.33837890625;-326.29998779296875;376.31124877929688;1191;-1359.035888671875;-550;-1244.9515380859375;-584;491.90975952148438;-205.69999694824219;-513.4281005859375;-474.9998779296875;
04.01.2021 02:00;1312.04833984375;-225;354.96044921875;1191;-1414.189208984375;-550;-1254.3951416015625;-435;679.4857177734375;-233;-322.08990478515625;-252;
04.01.2021 03:00;1157.20654296875;-100;306.62673950195312;1200;-1359.6983642578125;-550;-1190.763427734375;-434;709.17193603515625;-483;-377.45657348632812;-367;
04.01.2021 04:00;1103.0396728515625;-328.70001220703125;234.63072204589844;1079.699951171875;-1293.47509765625;-530.10003662109375;-1076.4517822265625;-493;582.781005859375;-178;-449.47543334960938;-450.10009765625;
04.01.2021 05:00;1366.521484375;13;-53.141529083251953;538.70001220703125;-1575.9283447265625;-523.5999755859375;-1079.0810546875;-455;637.96099853515625;-214;-703.66839599609375;-640.9000244140625;
04.01.2021 06:00;1254.2066650390625;-37.099998474121094;-457.50497436523438;-484.20001220703125;-1609.3880615234375;-600;-1150.8558349609375;261;599.5576171875;-461.20001220703125;-1363.984619140625;-1321.4998779296875;
04.01.2021 07:00;967.78955078125;-173.19999694824219;-732.9293212890625;-846.79998779296875;-1578.5772705078125;-600;-1045.7518310546875;331;794.68011474609375;-268.5999755859375;-1594.788818359375;-1557.599853515625;
04.01.2021 08:00;844.69891357421875;-105.69999694824219;-824.96405029296875;-856.29998779296875;-1566.8634033203125;-400.79998779296875;-1006.4188842773438;298;631.88311767578125;-875.79998779296875;-1921.664306640625;-1940.60009765625;
04.01.2021 09:00;333.80096435546875;-140;-961.6829833984375;-943.4000244140625;-1426.83935546875;-754.29998779296875;-817.06512451171875;645;841.31842041015625;-820.5999755859375;-2030.4681396484375;-2013.300048828125;
04.01.2021 10:00;406.02874755859375;-128.5;-986.90106201171875;-924.0999755859375;-1564.8123779296875;-738.0999755859375;-692.70257568359375;623;1058.8648681640625;-560.20001220703125;-1779.5224609375;-1727.9000244140625;
04.01.2021 11:00;582.14007568359375;-138.89999389648438;-951.2742919921875;-1096.5;-1548.9677734375;-551.9000244140625;-827.03472900390625;693;892.8861083984375;-753.79998779296875;-1852.2506103515625;-1848.0999755859375;
04.01.2021 12:00;620.65960693359375;-375.10000610351562;-942.11688232421875;-1084.199951171875;-1555.437744140625;-796.699951171875;-720.8074951171875;825;856.7403564453125;-398.79998779296875;-1740.962158203125;-1829.7999267578125;
04.01.2021 13:00;586.35162353515625;-142.30000305175781;-772.34539794921875;-1172;-1408.5067138671875;-695.4000244140625;-759.9656982421875;679;657.6510009765625;-357.5;-1696.815185546875;-1688.2000732421875;
04.01.2021 14:00;548.74761962890625;-120.59999847412109;-845.18115234375;-1126.800048828125;-1516.8387451171875;-589.0999755859375;-682.3966064453125;390;702.4639892578125;-245.5;-1793.2049560546875;-1692;
04.01.2021 15:00;711.04559326171875;-107;-881.33660888671875;-1013;-1724.6470947265625;-648.70001220703125;-806.5201416015625;316;704.900634765625;-455.20001220703125;-1996.5576171875;-1907.89990234375;
04.01.2021 16:00;903.4202880859375;-218;-1094.2508544921875;-831;-1919.42236328125;-786.0999755859375;-921.423583984375;228;766.1607666015625;-587.20001220703125;-2265.515625;-2194.300048828125;
04.01.2021 17:00;961.19744873046875;-351;-905.15167236328125;-620.70001220703125;-1796.851318359375;-800;-1131.6715087890625;197;475.8955078125;-685;-2396.58154296875;-2259.699951171875;
04.01.2021 18:00;874.44732666015625;-446.79998779296875;-773.26531982421875;-467.0999755859375;-1781.6700439453125;-747;-1127.419677734375;256;491.26495361328125;-771;-2316.642578125;-2175.89990234375;
04.01.2021 19:00;919.99456787109375;-229.19999694824219;-863.7459716796875;-629.20001220703125;-1771.204833984375;-707.79998779296875;-1032.658935546875;405;561.57611083984375;-995;-2186.0390625;-2156.199951171875;
04.01.2021 20:00;886.89697265625;-350.29998779296875;-985.1304931640625;-1004.5;-1811.2064208984375;-581.70001220703125;-1072.001220703125;63;516.221435546875;-561.4000244140625;-2465.2197265625;-2434.89990234375;
04.01.2021 21:00;690.58831787109375;-312.39999389648438;-722.50714111328125;-980.0999755859375;-1794.7801513671875;-723.9000244140625;-1220.9991455078125;61;382.18972778320312;-676;-2665.50830078125;-2631.39990234375;
04.01.2021 22:00;634.6878662109375;-410;-484.471923828125;-951.20001220703125;-1743.7354736328125;-725.5;-1292.9632568359375;-224;257.64437866210938;-339.5999755859375;-2628.83837890625;-2650.2998046875;
04.01.2021 23:00;685.65374755859375;-567;-89.52862548828125;-18;-1461.308349609375;-800;-1304.7125244140625;-598;172.59808349609375;-17;-1997.2977294921875;-2000;
05.01.2021 00:00;830.46337890625;-23.5;254.75527954101563;1182.300048828125;-1246.3275146484375;-550;-1208.3507080078125;-902;304.82992553710938;-648;-1064.6297607421875;-941.199951171875;
05.01.2021 01:00;1119.6226806640625;377;196.02659606933594;763.800048828125;-1097.3736572265625;-550;-1212.083251953125;-669;314.14620971679688;-428;-679.661376953125;-506.199951171875;
05.01.2021 02:00;1194.1085205078125;358.60000610351562;186.02998352050781;816.5999755859375;-1157.871826171875;-550;-1166.2437744140625;-728;339.09344482421875;-399;-604.88372802734375;-501.800048828125;
05.01.2021 03:00;1185.4522705078125;345;179.54287719726563;850.9000244140625;-1177.580078125;-550;-1150.31689453125;-710;342.48785400390625;-524;-620.413818359375;-588.0999755859375;
05.01.2021 04:00;1174.1270751953125;364;131.5299072265625;609.699951171875;-1170.122802734375;-550;-1152.2421875;-610;282.47311401367188;-481;-734.2349853515625;-667.300048828125;
05.01.2021 05:00;1274.6241455078125;190.19999694824219;119.46303558349609;569.70001220703125;-1103.2724609375;-550;-1027.4608154296875;-235;277.85183715820312;-341;-458.79425048828125;-366.0999755859375;
05.01.2021 06:00;1249.438232421875;253.39999389648438;-228.24201965332031;-292.60000610351562;-1312.04248046875;-585.300048828125;-1157.6689453125;54;355.59039306640625;-506.70001220703125;-1092.9246826171875;-1077.199951171875;
05.01.2021 07:00;1005.3971557617188;-31;-414.6661376953125;-1108.5;-1225.124267578125;-581.4000244140625;-1234.5328369140625;10;198.07223510742188;32.900009155273438;-1670.8538818359375;-1678.0001220703125;
05.01.2021 08:00;930.105712890625;107.69999694824219;-230.79421997070313;-874.4000244140625;-997.39227294921875;-590;-1549.8887939453125;-49;-110.65470886230469;-573;-1958.624267578125;-1978.7000732421875;
05.01.2021 09:00;993.6983642578125;113.19999694824219;-345.58526611328125;-1116.0999755859375;-912.37890625;-672.9000244140625;-1460.3553466796875;494;-118.56478118896484;-726.79998779296875;-1843.18603515625;-1908.60009765625;
05.01.2021 10:00;1006.1830444335938;166.19999694824219;-332.7889404296875;-878.5999755859375;-928.90948486328125;-583.4000244140625;-1496.1519775390625;363;-120.69544982910156;-930;-1872.36279296875;-1862.800048828125;
05.01.2021 11:00;1019.7833251953125;184.30000305175781;-312.47195434570312;-809.70001220703125;-942.25341796875;-709.29998779296875;-1499.408935546875;380;-139.74534606933594;-898.699951171875;-1874.0963134765625;-1853.39990234375;
05.01.2021 12:00;1023.8558349609375;129.30000305175781;-281.696044921875;-808.699951171875;-973.04571533203125;-532.79998779296875;-1407.6290283203125;428;-83.165245056152344;-925.5;-1721.68017578125;-1709.699951171875;
05.01.2021 13:00;991.1956787109375;80.699996948242188;-154.75341796875;-571.5999755859375;-927.39276123046875;-596;-1437.719482421875;497;-63.02423095703125;-944.5999755859375;-1591.6942138671875;-1534.5;
05.01.2021 14:00;994.2716064453125;-90.9000015258789;-250.56390380859375;-430.20001220703125;-1040.2093505859375;-551;-1396.1002197265625;406;30.060323715209961;-926;-1662.5416259765625;-1592.10009765625;
05.01.2021 15:00;1270.040771484375;67.800003051757812;-477.56976318359375;-324.9000244140625;-1162.1312255859375;-524;-1213.6376953125;335;213.16069030761719;-861;-1370.1373291015625;-1307.099853515625;
05.01.2021 16:00;1171.75146484375;-399.20001220703125;-689.3011474609375;-197.5;-1344.7713623046875;-565.0999755859375;-1281.0924072265625;253;299.11962890625;-981;-1844.293701171875;-1889.7999267578125;
05.01.2021 17:00;1075.072265625;-273.70001220703125;-637.46002197265625;-392.20001220703125;-1265.3302001953125;-599.0999755859375;-1296.6058349609375;-21;271.12319946289062;-576;-1853.2005615234375;-1861.9998779296875;
05.01.2021 18:00;1004.8511962890625;-93.5999984741211;-549.1600341796875;-375.9000244140625;-1232.9296875;-600;-1209.2545166015625;8;339.93310546875;-515;-1646.5599365234375;-1576.5;
05.01.2021 19:00;1165.3280029296875;174.10000610351563;-591.952880859375;-989.29998779296875;-1244.093017578125;-595.70001220703125;-1213.606689453125;197;283.93270874023438;-366.5999755859375;-1600.3919677734375;-1580.5001220703125;
05.01.2021 20:00;1185.872802734375;400;-609.43505859375;-1072.4000244140625;-1343.7783203125;-542.0999755859375;-1271.53369140625;97;276.45394897460938;-654.5;-1762.4202880859375;-1772;
05.01.2021 21:00;1210.7947998046875;177;-432.73611450195312;-364.70001220703125;-1407.943115234375;-600;-1218.9610595703125;-317;408.75888061523438;-299;-1440.08642578125;-1403.699951171875;
05.01.2021 22:00;1208.9744873046875;98.800003051757812;-125.54705810546875;-89.699996948242188;-1402.9609375;-550;-1300.2962646484375;-404;361.253662109375;-299;-1258.576171875;-1243.9000244140625;
05.01.2021 23:00;1021.3700561523438;-21;62.170944213867188;137.60000610351563;-1315.1468505859375;-550;-1421.1392822265625;-715;243.09468078613281;-253;-1409.6505126953125;-1401.4000244140625;
06.01.2021 00:00;1321.9208984375;270;361.671142578125;1190.5;-1185.05224609375;-550;-1577.51318359375;-1310;-18.684717178344727;-715.29998779296875;-1097.6580810546875;-1114.800048828125;
06.01.2021 01:00;1356.535400390625;235;434.38150024414062;1162.5999755859375;-986.34930419921875;-550;-1556.180908203125;-1117;-72.747596740722656;-526.29998779296875;-824.36083984375;-795.7000732421875;
06.01.2021 02:00;1157.936279296875;-52.099998474121094;446.43612670898438;1173.800048828125;-900.56060791015625;-494.39999389648438;-1531.034912109375;-1085;-94.07342529296875;-435.10000610351562;-921.296630859375;-892.800048828125;
06.01.2021 03:00;1107.5684814453125;-83;464.10845947265625;1186.800048828125;-871.979736328125;-434.70001220703125;-1526.3060302734375;-1020;-116.97083282470703;-553.79998779296875;-943.57965087890625;-904.699951171875;
06.01.2021 04:00;1173.7841796875;95;460.03143310546875;1145.4000244140625;-804.02154541015625;-461.5;-1500.943359375;-1095;-115.83863830566406;-415.80001831054688;-786.98785400390625;-731.89990234375;
06.01.2021 05:00;1266.7489013671875;388;374.82684326171875;675.70001220703125;-832.4051513671875;-550;-1546.014892578125;-1132;-235.52175903320313;-319;-972.36614990234375;-937.300048828125;
06.01.2021 06:00;1347.56689453125;452;48.013023376464844;-445.60000610351562;-958.037841796875;-550;-1220.869384765625;-361;-19.831472396850586;114.19999694824219;-803.15875244140625;-790.4000244140625;
06.01.2021 07:00;1226.511474609375;497.60000610351562;-69.531929016113281;-561.70001220703125;-1019.0205078125;-550;-1322.390380859375;-445;-100.88182830810547;-242;-1285.3131103515625;-1301.0999755859375;
06.01.2021 08:00;1223.735107421875;671;143.72322082519531;-211.60000610351563;-1056.595947265625;-800;-1390.352783203125;-630;-112.76982116699219;-214;-1192.26025390625;-1184.60009765625;
06.01.2021 09:00;1128.6463623046875;548;179.30841064453125;-336.5;-949.993408203125;-800;-1300.0194091796875;-307;-136.28811645507813;-217;-1078.3463134765625;-1112.5;
06.01.2021 10:00;1194.9459228515625;645;1.4939581155776978;-576.0999755859375;-993.91717529296875;-800;-1154.346435546875;-212;-56.648151397705078;-58;-1008.471923828125;-1001.10009765625;
06.01.2021 11:00;1178.492431640625;650.20001220703125;-112.06842041015625;-711.79998779296875;-919.12335205078125;-800;-1209.2860107421875;-215;-132.2606201171875;-116;-1194.2459716796875;-1192.60009765625;
06.01.2021 12:00;1032.7196044921875;541.20001220703125;-80.243980407714844;-989.4000244140625;-936.99407958984375;-800;-1291.351806640625;76;-236.19677734375;-380;-1512.0670166015625;-1552.199951171875;
06.01.2021 13:00;889.50482177734375;441;46.220947265625;-784.4000244140625;-831.7353515625;-794.5;-1284.0947265625;-82;-311.14764404296875;-314;-1491.251953125;-1533.89990234375;
06.01.2021 14:00;900.67340087890625;479.89999389648438;1.1314592361450195;-814;-894.6119384765625;-767.9000244140625;-1321.97705078125;-215;-294.01150512695312;-284.89999389648438;-1608.7955322265625;-1601.9000244140625;
06.01.2021 15:00;863.15472412109375;300;-72.546455383300781;-793.5999755859375;-939.6885986328125;-800;-1320.4783935546875;-381;-278.8453369140625;-102;-1748.404052734375;-1776.60009765625;
06.01.2021 16:00;736.96368408203125;95.699996948242188;-388.66757202148438;-795.5;-949.53594970703125;-779;-1091.3895263671875;-333;-180.33015441894531;-84.70001220703125;-1872.9595947265625;-1896.5;
