Data version;From;To;Agregation function;Agregation;
real data;01.01.2017 00:00:00;31.12.2017 23:59:59;agregation average;hour;
Date;PSE Actual [MW];PSE Planned [MW];SEPS Actual [MW];SEPS Planned [MW];APG Actual [MW];APG Planned [MW];TenneT Actual [MW];TenneT Planned [MW];50HzT Actual [MW];50HzT Planned [MW];CEPS Actual [MW];CEPS Planned [MW];
01.01.2017 11:00;969.114501953125;150;-1310.390625;-738.5999755859375;-2305.08984375;-698;-1275.6656494140625;-1149;586.995849609375;-919;-3335.035888671875;-3354.60009765625;
01.01.2017 12:00;946.5662841796875;110;-1280.16748046875;-871.29998779296875;-2202.469482421875;-691;-1287.5545654296875;-969;497.20489501953125;-879;-3326.42041015625;-3300.300048828125;
01.01.2017 13:00;928.7552490234375;-0;-1250.5599365234375;-943.0999755859375;-2113.429931640625;-548;-1243.75146484375;-983;484.2591552734375;-679;-3194.726806640625;-3153.10009765625;
01.01.2017 14:00;908.50152587890625;400;-1212.95556640625;-969.0999755859375;-1962.2552490234375;-491;-1130.2115478515625;-1246;461.070556640625;-589;-2935.850341796875;-2895.10009765625;
01.01.2017 15:00;899.74310302734375;20;-1230.61669921875;-1102.5999755859375;-1734.89306640625;-318;-1102.588623046875;-741;413.46295166015625;-583;-2754.892333984375;-2724.60009765625;
01.01.2017 16:00;852.98187255859375;50;-1285.65478515625;-1231.699951171875;-1631.8604736328125;-207;-1329.7337646484375;-1112;235.42112731933594;-599;-3158.84619140625;-3099.699951171875;
01.01.2017 17:00;841.4703369140625;25;-1210.390869140625;-1076.5999755859375;-1678.4093017578125;-259;-1358.777587890625;-1169;322.8837890625;-572;-3083.2236328125;-3051.60009765625;
01.01.2017 18:00;675.18377685546875;23;-1090.546630859375;-1043.0999755859375;-1550.7579345703125;-304;-1424.685302734375;-1334;161.29640197753906;-554;-3229.509521484375;-3212.10009765625;
01.01.2017 19:00;689.91485595703125;45;-1066.1065673828125;-947.0999755859375;-1607.9571533203125;-305;-1403.7349853515625;-1188;179.35552978515625;-778;-3208.5283203125;-3173.10009765625;
01.01.2017 20:00;880.25048828125;325;-1308.12255859375;-1073.9000244140625;-1865.3604736328125;-352;-1394.431396484375;-1385;341.8685302734375;-845;-3345.79541015625;-3330.89990234375;
01.01.2017 21:00;1075.790283203125;300;-1340.6485595703125;-1007.2999877929688;-1933.736572265625;-505;-1365.1976318359375;-1350;500.9691162109375;-500;-3062.823486328125;-3062.300048828125;
01.01.2017 22:00;1097.7635498046875;330;-1175.7193603515625;-798.9000244140625;-1877.84326171875;-675;-1484.2701416015625;-1316;480.29605102539062;-500;-2959.773193359375;-2959.89990234375;
01.01.2017 23:00;998.5738525390625;212;-1069.656005859375;-701.0999755859375;-1957.5843505859375;-699;-1563.713623046875;-1388;475.03720092773438;-500;-3117.343017578125;-3076.10009765625;
02.01.2017 00:00;1269.5506591796875;189;-1143.2467041015625;-1003.5999755859375;-2071.62841796875;-426;-1471.14794921875;-1214;559.41326904296875;-344;-2857.05908203125;-2798.60009765625;
02.01.2017 01:00;1311.351806640625;280;-1068.083984375;-926.4000244140625;-1955.701171875;-177;-1334.1943359375;-1052;705.0616455078125;-380;-2341.566162109375;-2255.39990234375;
02.01.2017 02:00;1368.17333984375;280;-1023.8978271484375;-876.20001220703125;-2070.09814453125;-260;-1324.7406005859375;-1108;722.19451904296875;-321;-2328.368896484375;-2285.199951171875;
02.01.2017 03:00;1372.8040771484375;280;-1053.50390625;-786.5;-2139.37744140625;-315;-1333.2901611328125;-1254;675.351318359375;-354;-2478.01611328125;-2429.5;
02.01.2017 04:00;1398.7498779296875;280;-1144.55908203125;-750.5;-2154.88330078125;-209;-1306.349609375;-1243;789.062744140625;-416;-2417.979248046875;-2338.5;
02.01.2017 05:00;1469.16796875;255;-1294.033203125;-1147.5;-2181.82861328125;-258;-1175.1707763671875;-693;956.4833984375;-424;-2225.381103515625;-2267.5;
02.01.2017 06:00;1348.4169921875;50;-1375.744384765625;-1379.0999755859375;-2181.032958984375;224;-1083.408203125;-805;1020.1807250976563;-358;-2271.587890625;-2268.10009765625;
02.01.2017 07:00;1250.15673828125;124;-1202.7818603515625;-1194.800048828125;-1899.6566162109375;199;-1113.597412109375;-843;1001.040283203125;-232;-1964.8389892578125;-1946.800048828125;
02.01.2017 08:00;963.81134033203125;127;-1306.451904296875;-1282.699951171875;-1849.689697265625;144;-1261.3297119140625;-1443;807.87054443359375;-280;-2645.789306640625;-2734.699951171875;
02.01.2017 09:00;1108.113037109375;457;-1398.478271484375;-1645;-1788.9140625;49;-1285.9808349609375;-1273;791.2540283203125;-224;-2574.006103515625;-2636;
02.01.2017 10:00;1051.19482421875;425;-1350.2269287109375;-1606.800048828125;-1679.3475341796875;9;-1256.796875;-1038;747.4593505859375;-294;-2487.717041015625;-2504.800048828125;
02.01.2017 11:00;1008.61767578125;360;-1339.8955078125;-1667.699951171875;-1597.281494140625;10;-1231.4747314453125;-901;676.126708984375;-289;-2483.907470703125;-2487.699951171875;
02.01.2017 12:00;1102.44091796875;360;-1289.58837890625;-1605.5;-1382.832275390625;9;-1008.5330200195313;-337;764.499755859375;-274;-1814.0130615234375;-1847.5;
02.01.2017 13:00;1050.8590087890625;269;-1284.6141357421875;-1618.800048828125;-1344.541259765625;9;-1049.835693359375;-253;778.13421630859375;-274;-1849.997802734375;-1867.800048828125;
02.01.2017 14:00;1256.9805908203125;489;-1295.2349853515625;-1555.9000244140625;-1392.9024658203125;9;-1160.1097412109375;-441;749.11932373046875;-274;-1842.147216796875;-1772.89990234375;
02.01.2017 15:00;1105.9903564453125;215;-1326.668212890625;-1516.800048828125;-1397.9837646484375;9;-1157.122802734375;-336;835.93572998046875;-274;-1939.8487548828125;-1902.800048828125;
02.01.2017 16:00;1273.64599609375;120;-1301.5750732421875;-1424.300048828125;-1318.96484375;-31;-1117.0294189453125;23;902.88421630859375;-236;-1561.0391845703125;-1548.300048828125;
02.01.2017 17:00;1233.669921875;120;-1264.7647705078125;-1457.300048828125;-1301.9117431640625;-71;-1220.136474609375;-33;828.51312255859375;-285;-1724.6298828125;-1726.300048828125;
02.01.2017 18:00;1154.490234375;160;-1134.313720703125;-1464.800048828125;-1306.475341796875;-100;-1377.549560546875;-298;777.8018798828125;-285;-1886.0465087890625;-1987.800048828125;
02.01.2017 19:00;1130.702392578125;120;-1106.2470703125;-1521.800048828125;-1223.697021484375;9;-1386.7713623046875;-227;722.572998046875;-291;-1863.43994140625;-1910.800048828125;
02.01.2017 20:00;1382.4862060546875;635;-1245.9600830078125;-1747.9000244140625;-1402.8458251953125;100;-1348.447021484375;-475;859.3984375;-274;-1755.368408203125;-1761.89990234375;
02.01.2017 21:00;1538.370361328125;670;-1132.2330322265625;-1496;-1513.7286376953125;62;-1393.3267822265625;-613;839.146240234375;-277;-1661.771728515625;-1654;
02.01.2017 22:00;1382.6435546875;586;-1095.151123046875;-1338.9000244140625;-1606.1776123046875;-220;-1541.6085205078125;-838;693.2852783203125;-344;-2167.008544921875;-2154.89990234375;
02.01.2017 23:00;1331.010498046875;565;-1068.0950927734375;-1190.4000244140625;-1668.59130859375;-315;-1633.5633544921875;-1176;580.75677490234375;-434;-2458.482421875;-2550.39990234375;
03.01.2017 00:00;1430.7501220703125;499;-788.32196044921875;-1142.800048828125;-1462.0655517578125;-230;-1565.943115234375;-879;464.61309814453125;-184;-1920.96728515625;-1936.800048828125;
03.01.2017 01:00;1471.6680908203125;514;-711.90869140625;-1030.5999755859375;-1152.91455078125;-190;-1506.9287109375;-485;486.67208862304688;-184;-1413.4117431640625;-1375.60009765625;
03.01.2017 02:00;1523.267333984375;514;-803.43206787109375;-1036.9000244140625;-1253.3013916015625;-125;-1460.4998779296875;-624;514.62567138671875;-184;-1479.34033203125;-1455.89990234375;
03.01.2017 03:00;1531.8636474609375;569;-795.02874755859375;-1098.300048828125;-1357.906494140625;-197;-1482.162353515625;-627;566.6280517578125;-194;-1536.6058349609375;-1547.300048828125;
03.01.2017 04:00;1507.8896484375;465;-771.8343505859375;-1163.5999755859375;-1383.6259765625;-41;-1350.575439453125;-395;691.69622802734375;-194;-1306.449951171875;-1328.60009765625;
03.01.2017 05:00;1563.1346435546875;485;-827.69964599609375;-1255.5;-1372.7548828125;129;-1146.0123291015625;-57;954.02093505859375;-129;-829.3111572265625;-827.5;
03.01.2017 06:00;1286.8924560546875;300;-1118.09228515625;-1715.9000244140625;-1399.511474609375;270;-1014.1790161132813;-80;1073.6937255859375;59;-1171.1966552734375;-1166.89990234375;
03.01.2017 07:00;949.45831298828125;310;-1036.2838134765625;-1754.4000244140625;-1321.9537353515625;164;-927.91473388671875;116;1234.3734130859375;36;-1102.3204345703125;-1128.39990234375;
03.01.2017 08:00;901.9080810546875;294;-1112.400146484375;-1730.4000244140625;-1248.38134765625;323;-901.416748046875;-114;1158.6741943359375;25;-1201.6160888671875;-1202.39990234375;
03.01.2017 09:00;1218.068603515625;540;-1240.9736328125;-1802.0999755859375;-1156.2137451171875;340;-954.63775634765625;-79;1118.9931640625;-25;-1014.7633666992188;-1026.10009765625;
03.01.2017 10:00;1245.8692626953125;639;-1239.1517333984375;-1795.699951171875;-1210.0318603515625;277;-910.50335693359375;-149;1216.4237060546875;135;-897.39404296875;-893.699951171875;
03.01.2017 11:00;1273.9500732421875;791;-1278.8614501953125;-1790.0999755859375;-1131.5262451171875;237;-892.88427734375;-21;1242.469482421875;5;-786.85247802734375;-778.10009765625;
03.01.2017 12:00;1045.653076171875;600;-1249.34326171875;-1753.699951171875;-899.12969970703125;344;-698.45635986328125;145;1319.107421875;229;-482.16879272460938;-435.699951171875;
03.01.2017 13:00;942.0733642578125;600;-1255.630859375;-1766.0999755859375;-918.43096923828125;239;-797.03863525390625;-81;1219.902587890625;250;-809.12457275390625;-758.10009765625;
03.01.2017 14:00;1047.4384765625;600;-1291.383056640625;-1801.199951171875;-931.7835693359375;239;-814.17230224609375;-81;1126.7265625;250;-863.1739501953125;-793.199951171875;
03.01.2017 15:00;1152.7935791015625;530;-1300.1251220703125;-1835.699951171875;-857.089111328125;401;-716.75;215;1244.849853515625;249;-476.32080078125;-440.699951171875;
03.01.2017 16:00;1186.8265380859375;560;-1333.9022216796875;-1803.4000244140625;-988.79376220703125;304;-638.99578857421875;219;1260.51513671875;249;-514.3502197265625;-471.39990234375;
03.01.2017 17:00;1365.0816650390625;565;-1261.4342041015625;-1675.199951171875;-1055.79052734375;295;-702.43646240234375;230;1171.9991455078125;161;-482.580322265625;-424.199951171875;
03.01.2017 18:00;1313.7432861328125;596;-1365.99609375;-1838.699951171875;-1155.4217529296875;304;-667.29791259765625;40;1220.9705810546875;249;-654.001953125;-649.699951171875;
03.01.2017 19:00;1226.7646484375;570;-1366.2720947265625;-1824.699951171875;-1160.7025146484375;234;-701.8426513671875;-16;1256.5540771484375;298;-745.49847412109375;-738.699951171875;
03.01.2017 20:00;1108.3291015625;400;-1343.8443603515625;-1743.5;-1159.520751953125;217;-722.89532470703125;123;1295.349853515625;174;-822.58148193359375;-829.5;
03.01.2017 21:00;1061.6925048828125;400;-1357.697265625;-1533.199951171875;-1357.9190673828125;-24;-799.33941650390625;-97;1176.5845947265625;87;-1276.6787109375;-1167.199951171875;
03.01.2017 22:00;821.10308837890625;-0;-1405.9588623046875;-1457.5999755859375;-1494.8656005859375;-33;-753.7445068359375;-38;1313.033935546875;17;-1520.4320068359375;-1511.60009765625;
03.01.2017 23:00;679.70068359375;-0;-1469.9228515625;-1586.800048828125;-1546.14501953125;-50;-762.7230224609375;-20;1449.669921875;25;-1649.420166015625;-1631.800048828125;
04.01.2017 00:00;757.02587890625;-0;-1208.81640625;-1395.5;-1357.4542236328125;500;-316.96627807617188;190;1560.643310546875;200;-565.56787109375;-505.5;
04.01.2017 01:00;779.47406005859375;61;-1258.9757080078125;-1464.699951171875;-1398.8936767578125;550;-345.78677368164062;100;1519.624755859375;100;-704.5572509765625;-653.699951171875;
04.01.2017 02:00;697.297607421875;6;-1327.5716552734375;-1521.5;-1483.838623046875;550;-251.55445861816406;100;1550.600341796875;100;-815.0667724609375;-765.5;
04.01.2017 03:00;648.15655517578125;-0;-1316.9671630859375;-1499.4000244140625;-1458.7340087890625;500;-255.08670043945313;100;1551.67724609375;100;-830.9542236328125;-799.4000244140625;
04.01.2017 04:00;852.02587890625;-0;-1153.085693359375;-1257.199951171875;-1518.83349609375;500;-524.32720947265625;-315;1358.90869140625;100;-985.311767578125;-972.20001220703125;
04.01.2017 05:00;900.49798583984375;1;-1228.1593017578125;-1360.5;-1595.374267578125;373;-509.42208862304688;-129;1392.7313232421875;82;-1039.726318359375;-1033.5;
04.01.2017 06:00;807.00982666015625;146;-1445.410888671875;-1537.800048828125;-1551.28857421875;498;-250.49960327148438;40;1671.3316650390625;100;-768.85760498046875;-753.79998779296875;
04.01.2017 07:00;999.9901123046875;184;-1520.7928466796875;-1748.0999755859375;-1543.5325927734375;500;-167.08883666992188;290;1706.1483154296875;300;-525.27593994140625;-474.0999755859375;
04.01.2017 08:00;1101.798583984375;148;-1578.54052734375;-1821.699951171875;-1532.9293212890625;505;-492.18881225585938;-85;1444.0107421875;270;-1057.8494873046875;-983.699951171875;
04.01.2017 09:00;1516.0537109375;809;-1491.2550048828125;-1689.9000244140625;-1402.1619873046875;404;-504.94281005859375;-31;1450.7188720703125;157;-431.5872802734375;-350.9000244140625;
04.01.2017 10:00;1575.441162109375;830;-1496.452392578125;-1659.300048828125;-1431.4324951171875;391;-488.57217407226562;-78;1452.7935791015625;177;-388.22238159179688;-339.300048828125;
04.01.2017 11:00;1574.494873046875;745;-1496.3134765625;-1654.4000244140625;-1451.141357421875;408;-557.350341796875;-131;1436.1285400390625;192;-494.18179321289062;-440.4000244140625;
04.01.2017 12:00;1567.0152587890625;788;-1585.7080078125;-1620;-1546.074951171875;471;-573.494140625;-477;1425.0638427734375;222;-713.19805908203125;-616;
04.01.2017 13:00;1586.909912109375;833;-1461.5770263671875;-1701;-1407.8829345703125;487;-615.65032958984375;-257;1347.571533203125;236;-550.62890625;-402;
04.01.2017 14:00;1467.79736328125;760;-1385.8988037109375;-1722.9000244140625;-1339.0538330078125;450;-593.4796142578125;-103;1277.9296875;165;-572.7052001953125;-450.89990234375;
04.01.2017 15:00;1451.1029052734375;687;-1394.2835693359375;-1693.5;-1300.1336669921875;470;-666.586669921875;-267;1201.2381591796875;176;-708.66290283203125;-627.5;
04.01.2017 16:00;1492.840576171875;600;-1375.120361328125;-1634.5;-1476.435546875;414;-616.3326416015625;-265;1173.514892578125;115;-801.53302001953125;-770.5;
04.01.2017 17:00;1372.8284912109375;619;-1269.737060546875;-1729.9000244140625;-1253.4608154296875;280;-797.24981689453125;-241;947.091796875;106;-1000.52734375;-965.89990234375;
04.01.2017 18:00;1365.61669921875;615;-1200.8099365234375;-1580.9000244140625;-1249.4794921875;245;-924.71466064453125;-382;880.72845458984375;12;-1128.6588134765625;-1090.89990234375;
04.01.2017 19:00;1368.4898681640625;565;-1178.058349609375;-1647.4000244140625;-1200.69189453125;245;-1018.0015258789063;-361;866.5167236328125;62;-1161.7452392578125;-1136.39990234375;
04.01.2017 20:00;1506.9898681640625;620;-1340.125732421875;-1717.699951171875;-1458.1025390625;341;-1008.85009765625;-728;996.52935791015625;178;-1303.55908203125;-1306.699951171875;
04.01.2017 21:00;1489.9857177734375;615;-1246.5797119140625;-1491.9000244140625;-1706.5797119140625;269;-1205.4732666015625;-1173;964.3521728515625;71;-1704.2947998046875;-1709.9000244140625;
04.01.2017 22:00;1538.3233642578125;470;-1255.7149658203125;-1391.699951171875;-1783.5460205078125;-31;-1258.8494873046875;-921;980.69036865234375;97;-1779.0968017578125;-1776.699951171875;
04.01.2017 23:00;1523.47802734375;600;-1143.4005126953125;-1313.699951171875;-1978.3848876953125;-243;-1452.966796875;-1229;841.25115966796875;12;-2210.023193359375;-2173.699951171875;
05.01.2017 00:00;1614.0574951171875;755;-1152.2088623046875;-1038.4000244140625;-1719.372802734375;-125;-1155.141357421875;-777;999.6710205078125;-180;-1412.994384765625;-1365.39990234375;
05.01.2017 01:00;1579.2818603515625;755;-1097.1051025390625;-1018.7999877929688;-1645.5084228515625;-136;-1137.3526611328125;-671;937.6827392578125;-216;-1363.0015869140625;-1286.800048828125;
05.01.2017 02:00;1588.860595703125;785;-1167.2296142578125;-1255.4000244140625;-1650.744873046875;166;-1074.2626953125;-781;915.67266845703125;-300;-1387.7039794921875;-1385.39990234375;
05.01.2017 03:00;1587.170166015625;785;-1150.62646484375;-1202.5999755859375;-1668.7509765625;119;-1132.9759521484375;-868;877.122314453125;-321;-1488.06103515625;-1487.60009765625;
05.01.2017 04:00;1594.6861572265625;755;-1041.7216796875;-841.70001220703125;-1753.18408203125;-106;-1166.2125244140625;-811;951.414306640625;-359;-1415.017822265625;-1362.699951171875;
05.01.2017 05:00;1465.4530029296875;730;-1262.8201904296875;-1268.300048828125;-1801.4002685546875;-106;-1198.1397705078125;-795;977.69146728515625;-310;-1819.2156982421875;-1749.300048828125;
05.01.2017 06:00;1445.2635498046875;157;-1326.9869384765625;-1662.199951171875;-1503.9847412109375;196;-963.5396728515625;-94;1094.7728271484375;213;-1254.47509765625;-1190.199951171875;
05.01.2017 07:00;1389.2845458984375;196;-1205.8740234375;-1855.9000244140625;-1099.426513671875;374;-1152.271728515625;46;928.93634033203125;170;-1139.351318359375;-1069.89990234375;
05.01.2017 08:00;1235.49462890625;150;-1106.1729736328125;-1794.0999755859375;-896.24237060546875;365;-1336.265380859375;-128;772.96282958984375;89;-1330.2232666015625;-1318.10009765625;
05.01.2017 09:00;1452.447998046875;548;-1145.375732421875;-1698.5999755859375;-941.7257080078125;276;-1267.4144287109375;-234;803.99395751953125;19;-1098.0740966796875;-1089.60009765625;
05.01.2017 10:00;1431.461669921875;561;-1146.0400390625;-1747.699951171875;-885.5621337890625;283;-1244.6470947265625;-234;826.08343505859375;54;-1018.7042846679688;-1083.699951171875;
05.01.2017 11:00;1451.4996337890625;565;-1183.40869140625;-1762.0999755859375;-961.55792236328125;370;-1231.2418212890625;-282;887.52081298828125;64;-1037.1881103515625;-1045.10009765625;
05.01.2017 12:00;1443.4871826171875;490;-1244.3885498046875;-1626.300048828125;-1036.877197265625;471;-1045.039306640625;-267;930.06201171875;56;-952.755859375;-876.300048828125;
05.01.2017 13:00;1443.28564453125;590;-1230.7659912109375;-1667.5;-1078.388427734375;482;-978.018310546875;-389;867.9771728515625;110;-975.909912109375;-874.5;
05.01.2017 14:00;1370.0390625;555;-1240.405517578125;-1692.5999755859375;-1063.5020751953125;485;-982.587646484375;-477;848.5057373046875;79;-1067.9503173828125;-1050.60009765625;
05.01.2017 15:00;1248.195556640625;456;-1236.9166259765625;-1760;-1072.4442138671875;415;-1004.3987426757813;-365;845.27783203125;113;-1220.2862548828125;-1141;
05.01.2017 16:00;1121.4287109375;448;-1159.665283203125;-1642.300048828125;-1012.0933837890625;298;-1120.4169921875;-593;737.7655029296875;39;-1432.9815673828125;-1450.300048828125;
05.01.2017 17:00;1008.9940185546875;453;-876.8704833984375;-1497.300048828125;-1001.3615112304688;108;-1351.032958984375;-865;403.12448120117188;35;-1817.146484375;-1766.300048828125;
05.01.2017 18:00;962.7847900390625;370;-850.36895751953125;-1158.5;-960.6539306640625;-30;-1447.8768310546875;-989;291.11846923828125;-197;-2004.9964599609375;-2004.5;
05.01.2017 19:00;1125.782958984375;517;-1147.6583251953125;-1882;-998.5118408203125;120;-1363.43115234375;-645;439.04483032226562;-42;-1944.7735595703125;-1932;
05.01.2017 20:00;1336.2840576171875;601;-1095.731201171875;-1681.5;-1116.2620849609375;43;-1544.1278076171875;-957;362.21905517578125;-43;-2057.617919921875;-2037.5;
05.01.2017 21:00;1455.720947265625;694;-1063.330810546875;-1527.4000244140625;-1327.294189453125;-156;-1425.18359375;-655;496.222900390625;-184;-1863.8648681640625;-1828.39990234375;
05.01.2017 22:00;1452.0052490234375;746;-1160.656005859375;-1103.699951171875;-1498.2327880859375;-343;-1538.524658203125;-1234;465.43548583984375;-316;-2279.97265625;-2250.699951171875;
05.01.2017 23:00;1483.10546875;570;-992.16192626953125;-833.70001220703125;-1438.724853515625;-384;-1529.9542236328125;-1091;504.22882080078125;-219;-1973.5067138671875;-1957.699951171875;
06.01.2017 00:00;1441.8477783203125;590;-725.09033203125;-789.29998779296875;-1397.6866455078125;-358;-1734.66552734375;-1208;377.38497924804688;-255;-2038.209716796875;-2020.300048828125;
06.01.2017 01:00;1550.0753173828125;635;-528.572021484375;-213.5;-1096.8848876953125;-145;-1515.2669677734375;-1105;417.72836303710938;-300;-1172.920166015625;-1128.5;
06.01.2017 02:00;1485.657958984375;605;-469.1785888671875;-50.9000244140625;-978.142578125;-270;-1467.6387939453125;-1227;191.03057861328125;-260;-1238.2713623046875;-1202.9000244140625;
06.01.2017 03:00;1509.2655029296875;625;-449.03744506835938;-64.0999755859375;-962.2938232421875;-270;-1489.1435546875;-1231;178.66758728027344;-260;-1212.541748046875;-1200.0999755859375;
06.01.2017 04:00;1450.10693359375;625;-278.24099731445312;98.4000244140625;-920.3424072265625;-270;-1533.2142333984375;-1306;128.212158203125;-269;-1153.478515625;-1121.60009765625;
06.01.2017 05:00;1460.10498046875;455;-332.80255126953125;79.5999755859375;-891.641845703125;-255;-1506.68115234375;-1144;263.60580444335938;-109;-1007.4147338867188;-973.4000244140625;
06.01.2017 06:00;1145.8211669921875;148;-521.654296875;-642.5999755859375;-775.39642333984375;-7;-1217.82958984375;-428;372.10415649414062;-18;-996.95501708984375;-947.5999755859375;
06.01.2017 07:00;1159.52099609375;210;-292.2647705078125;-465.5999755859375;-508.20150756835938;43;-1179.3262939453125;-461;140.55867004394531;-2;-679.71295166015625;-675.5999755859375;
06.01.2017 08:00;1115.3350830078125;888;-382.40301513671875;-736.29998779296875;-482.7117919921875;245;-1354.05126953125;-880;-110.06440734863281;-718;-1213.8953857421875;-1201.300048828125;
06.01.2017 09:00;1371.0771484375;540;-500.42864990234375;-792.4000244140625;-576.0733642578125;-38;-1271.0001220703125;-623;111.67315673828125;30;-864.75189208984375;-883.4000244140625;
06.01.2017 10:00;1312.2786865234375;577;-627.78289794921875;-1143.699951171875;-624.2216796875;62;-1129.2183837890625;-471;191.77804565429688;84;-877.16632080078125;-891.699951171875;
06.01.2017 11:00;1350.9200439453125;520;-698.3707275390625;-958.5;-812.5791015625;84;-1146.6697998046875;-723;228.29766845703125;-5;-1078.4019775390625;-1082.5;
06.01.2017 12:00;1486.0010986328125;520;-742.2001953125;-1011.2999877929688;-855.04388427734375;67;-1104.6385498046875;-333;323.32742309570312;-104;-892.553955078125;-861.300048828125;
06.01.2017 13:00;1506.99169921875;580;-769.808349609375;-969.9000244140625;-920.18914794921875;67;-1077.6563720703125;-414;377.143310546875;-120;-883.518798828125;-856.89990234375;
06.01.2017 14:00;1524.3231201171875;565;-769.63031005859375;-856.20001220703125;-917.6153564453125;67;-1007.4771728515625;-437;399.08343505859375;-103;-771.3162841796875;-764.199951171875;
06.01.2017 15:00;1542.204833984375;610;-741.8966064453125;-1007.5;-868.6842041015625;61;-1004.8012084960938;-295;400.02059936523438;-37;-673.156494140625;-668.5;
06.01.2017 16:00;1301.657470703125;500;-851.84832763671875;-1265.199951171875;-799.298828125;277;-1053.82958984375;-588;410.53451538085938;92;-992.7847900390625;-984.199951171875;
06.01.2017 17:00;1166.1787109375;423;-881.49639892578125;-1205.5999755859375;-851.58160400390625;-3;-1308.645263671875;-748;305.6383056640625;-1;-1569.9061279296875;-1534.5999755859375;
06.01.2017 18:00;1197.732177734375;427;-957.2215576171875;-1198.5999755859375;-1071.517578125;118;-1352.5311279296875;-985;425.97000122070312;-177;-1757.5679931640625;-1815.5999755859375;
06.01.2017 19:00;1293.361083984375;420;-1017.130126953125;-1338.199951171875;-1058.9974365234375;65;-1063.6795654296875;-438;616.7694091796875;-11;-1229.6766357421875;-1302.199951171875;
06.01.2017 20:00;1503.900634765625;585;-1084.369873046875;-1349.4000244140625;-1279.432373046875;143;-903.407470703125;-231;812.50146484375;-65;-950.80767822265625;-917.4000244140625;
06.01.2017 21:00;1577.0042724609375;540;-1159.70068359375;-1187.800048828125;-1469.4869384765625;48;-1098.753662109375;-679;726.02838134765625;-85;-1424.90869140625;-1363.800048828125;
06.01.2017 22:00;1574.940673828125;635;-1224.2618408203125;-1065.5999755859375;-1670.5389404296875;-291;-1320.4268798828125;-1163;702.23468017578125;-74;-1938.0523681640625;-1958.5999755859375;
06.01.2017 23:00;1468.7310791015625;405;-1206.500732421875;-971.5999755859375;-1793.36328125;-398;-1447.246337890625;-1154;706.4185791015625;-149;-2271.960693359375;-2267.60009765625;
07.01.2017 00:00;1501.7574462890625;550;-1208.8109130859375;-1078.300048828125;-1873.7825927734375;-426;-1639.7999267578125;-1386;562.03338623046875;-384;-2658.6025390625;-2724.300048828125;
07.01.2017 01:00;1522.918701171875;710;-1124.335693359375;-1348.199951171875;-1783.23291015625;-365;-1768.1724853515625;-1339;456.2119140625;-391;-2696.6103515625;-2733.199951171875;
07.01.2017 02:00;1653.77294921875;894;-1017.2293090820313;-1116.5;-1646.3287353515625;-167;-1539.3486328125;-1215;618.697265625;-384;-1930.4364013671875;-1988.5;
