X,t_h,t_d
27.30162026579951,165.73497267759564,6.905623861566485
27.120637399985593,258.12340425531914,10.75514184397163
27.065180582153165,363.22754491017963,15.134481037924152
27.01602665794214,11.98557597312784,0.4993989988803267
26.955787984822333,11.98794466403162,0.49949769433465085
26.919342340666834,168.96657381615597,7.040273909006499
26.67211043394682,84.13176144244106,3.5054900601017107
26.66446502765887,798.1447368421052,33.25603070175438
26.51358242668789,216.6392857142857,9.026636904761904
26.424786083244687,421.24305555555554,17.55179398148148
26.390656894233402,594.6960784313726,24.779003267973856
26.25999780888981,290.23444976076553,12.09310207336523
26.208423645201,284.78403755868544,11.866001564945226
26.13827336172226,309.484693877551,12.895195578231293
25.72160845244369,224.66296296296298,9.360956790123458
25.27382970889309,7.9898577449947314,0.3329107393747805
25.264292754877815,439.55797101449275,18.314915458937197
